brand,model,model_year,milage,fuel_type,ext_col,int_col,accident,clean_title,price,engine_displacement_l,engine_cylinders,transmission_type
Tesla,Model 3 Standard Range Plus,2019,"42,094 mi.",,White,White,None reported,Yes,"$32,000",,,Automatic
BMW,M3 Base,2017,"44,000 mi.",Gasoline,Blue,Black,None reported,Yes,"$55,000",3.0,6.0,Automatic
Chevrolet,Cruze LT,2012,"148,377 mi.",Gasoline,Blue,Black,,,"$5,500",1.4,4.0,Automatic
Dodge,Challenger SRT8,2010,"70,000 mi.",Gasoline,Orange,Black,None reported,Yes,"$22,000",6.1,8.0,Manual
Mercedes-Benz,Sprinter 2500,2016,"143,290 mi.",Diesel,White,Black,None reported,Yes,"$33,490",2.1,4.0,Automatic
Ford,F-350 Platinum,2019,"69,205 mi.",Diesel,White,Black,None reported,Yes,"$73,500",6.7,8.0,Other
Chevrolet,Tahoe LTZ,2015,"123,500 mi.",Gasoline,White,Brown,None reported,Yes,"$25,650",5.3,8.0,Automatic
Audi,Q7 3.0T Prestige,2018,"70,773 mi.",Gasoline,White,Black,None reported,Yes,"$30,950",3.0,6.0,Automatic
Jeep,Patriot Latitude,2015,"109,000 mi.",Gasoline,Gray,Gray,At least 1 accident or damage reported,Yes,"$7,599",2.0,4.0,Automatic
INFINITI,QX70 Base,2014,"71,097 mi.",Gasoline,Black,Black,None reported,Yes,"$18,995",3.7,6.0,Automatic
BMW,X5 xDrive35i,2013,"76,309 mi.",Gasoline,Silver,Black,,,"$12,000",3.0,6.0,Automatic
Tesla,Model 3,2018,"26,609 mi.",,Gray,–,None reported,,"$36,998",,,Automatic
Land,Rover Range Rover P400 SE LWB 7 Seat,2023,"4,126 mi.",Hybrid,Black,Beige,,,"$155,000",3.0,6.0,Automatic
Nissan,240SX Base,1996,"160,490 mi.",–,Gray,Black,None reported,Yes,"$15,500",,,Manual
Cadillac,ATS 2.5L,2014,"80,400 mi.",Gasoline,Silver,Black,At least 1 accident or damage reported,Yes,"$15,000",2.5,4.0,Automatic
Toyota,RAV4 Base,2010,"123,620 mi.",Gasoline,Black,Black,At least 1 accident or damage reported,Yes,"$9,900",2.5,4.0,Automatic
Acura,TSX Technology,2011,"187,883 mi.",Gasoline,Red,Beige,None reported,Yes,"$5,500",2.4,4.0,Automatic
Mercedes-Benz,G-Class G 550 4MATIC,2020,"45,000 mi.",Gasoline,Black,Black,None reported,Yes,"$133,000",4.0,8.0,Automatic
Honda,Civic Sport,2022,"25,420 mi.",Gasoline,Red,Gray,None reported,Yes,"$24,500",2.0,4.0,Other
BMW,M3 Base,2011,"129,999 mi.",Gasoline,White,Black,None reported,Yes,"$29,999",4.0,8.0,Manual
BMW,M3 Base,2008,"41,048 mi.",Gasoline,Gray,Beige,None reported,Yes,"$38,490",4.0,8.0,Other
Nissan,Cube 1.8 S,2010,"72,500 mi.",Gasoline,Brown,Black,None reported,Yes,"$6,750",1.8,4.0,Manual
RAM,ProMaster 3500 Tradesman,2014,"143,390 mi.",Gasoline,White,–,None reported,Yes,"$13,000",3.6,6.0,Automatic
Acura,RDX Base,2018,"68,425 mi.",Gasoline,Gray,–,At least 1 accident or damage reported,Yes,"$23,500",3.5,6.0,Automatic
Toyota,4Runner Limited,2018,"95,000 mi.",Gasoline,Silver,Brown,None reported,Yes,"$33,000",4.0,6.0,Automatic
RAM,1500 Limited,2019,"29,000 mi.",Gasoline,Gray,Black,At least 1 accident or damage reported,Yes,"$49,500",5.7,8.0,Automatic
Chevrolet,Corvette Base,2003,"145,000 mi.",Gasoline,Blue,Black,None reported,Yes,"$22,000",5.7,8.0,Automatic
Land,Rover Defender 110 SE,2020,"29,700 mi.",Hybrid,Green,Black,,,"$68,000",3.0,6.0,Automatic
Jeep,Grand Cherokee Laredo,2011,"98,658 mi.",Gasoline,White,Gray,None reported,Yes,"$14,995",5.7,8.0,Automatic
Volvo,S80 T6,2009,"97,615 mi.",Gasoline,Black,Gray,None reported,Yes,"$10,500",3.0,6.0,Automatic
Porsche,Cayenne S,2014,"36,000 mi.",Gasoline,Black,Beige,None reported,Yes,"$37,000",4.8,8.0,Automatic
Mazda,CX-30 Select,2021,"61,874 mi.",Gasoline,Jet Black Mica,Black,None reported,Yes,"$22,389",2.5,4.0,Automatic
Chrysler,Town & Country Touring,2012,"74,582 mi.",E85 Flex Fuel,Black,–,None reported,Yes,"$8,500",3.6,6.0,Automatic
INFINITI,FX37 Base,2013,"51,500 mi.",Gasoline,Gray,Black,None reported,Yes,"$23,900",3.7,6.0,Automatic
Toyota,FJ Cruiser Base,2007,"193,827 mi.",Gasoline,Silver,Black,None reported,Yes,"$14,950",4.0,6.0,Automatic
Chevrolet,Silverado 1500 LT,2019,"53,433 mi.",Gasoline,Blue,Gray,None reported,Yes,"$36,950",5.3,8.0,Automatic
Mercedes-Benz,C-Class C 63 AMG,2012,"103,000 mi.",Gasoline,Silver,Black,At least 1 accident or damage reported,Yes,"$40,000",6.3,8.0,Automatic
BMW,428 Gran Coupe i xDrive,2016,"59,000 mi.",Gasoline,Black,Brown,At least 1 accident or damage reported,Yes,"$20,999",2.0,4.0,Other
Lexus,GX 460 Premium,2017,"82,000 mi.",Gasoline,Gray,Brown,None reported,Yes,"$32,900",4.6,8.0,Automatic
Porsche,Panamera Edition,2016,"60,000 mi.",Gasoline,Gray,Black,None reported,Yes,"$45,000",3.6,6.0,Automatic
Cadillac,Escalade ESV Platinum,2017,"93,971 mi.",Gasoline,White,Beige,None reported,Yes,"$47,000",6.2,8.0,Automatic
Lexus,IS 350 Base,2015,"62,600 mi.",Gasoline,Gray,Red,None reported,Yes,"$27,500",3.5,6.0,Other
Mercedes-Benz,E-Class E 350 4MATIC,2014,"84,450 mi.",Gasoline,Gray,Beige,None reported,Yes,"$19,000",3.5,6.0,Automatic
Audi,Q5 S line Premium,2022,"18,099 mi.",Hybrid,Daytona Gray,Gray,None reported,,"$40,798",2.0,,Automatic
Mercedes-Benz,E-Class E 350 4MATIC,2014,"76,500 mi.",Gasoline,Silver,Black,None reported,Yes,"$17,999",3.5,6.0,Automatic
Chevrolet,Camaro 1LT,2017,"74,000 mi.",Gasoline,Yellow,Black,None reported,Yes,"$19,800",2.0,4.0,Automatic
RAM,1500 Laramie,2022,"15,607 mi.",Gasoline,Billet Silver Metallic Clearcoat,Black,None reported,,"$45,999",5.7,8.0,Automatic
Chevrolet,Silverado 1500 1LZ,2014,"111,095 mi.",E85 Flex Fuel,White,Black,At least 1 accident or damage reported,Yes,"$26,000",5.3,8.0,Automatic
Toyota,Camry Solara SLE,2007,"37,216 mi.",Gasoline,Red,Beige,At least 1 accident or damage reported,Yes,"$14,995",3.3,6.0,Automatic
Jaguar,F-TYPE S,2015,"25,786 mi.",Gasoline,Blue,Gray,None reported,Yes,"$38,500",3.0,6.0,Automatic
Jeep,Gladiator Sport,2021,"15,520 mi.",Gasoline,Sting Gray Clearcoat,Black,None reported,Yes,"$40,459",3.6,6.0,Automatic
RAM,1500 Big Horn,2021,"49,583 mi.",Gasoline,Billet Silver Metallic Clearcoat,Black,None reported,,"$42,816",5.7,8.0,Automatic
Porsche,Cayenne Diesel,2015,"97,300 mi.",Diesel,Black,Black,None reported,Yes,"$29,995",3.0,6.0,Automatic
Chevrolet,Camaro Base,2002,"89,000 mi.",Gasoline,Silver,Black,None reported,Yes,"$10,400",3.8,6.0,Automatic
Porsche,Cayenne S,2015,"52,111 mi.",Gasoline,Black,Black,At least 1 accident or damage reported,Yes,"$37,500",3.6,6.0,Automatic
Dodge,Challenger R/T Scat Pack,2019,"75,800 mi.",Gasoline,Gray,Black,None reported,,"$35,998",6.4,,Automatic
Lexus,ES 350 Base,2010,"113,500 mi.",Gasoline,Red,Beige,At least 1 accident or damage reported,Yes,"$11,000",3.5,6.0,Automatic
Audi,Q3 2.0T Premium Plus,2015,"155,382 mi.",Gasoline,Brown,Gray,At least 1 accident or damage reported,Yes,"$13,500",2.0,4.0,Automatic
Mercedes-Benz,E-Class E 550,2016,"49,643 mi.",Gasoline,White,Black,At least 1 accident or damage reported,Yes,"$33,995",4.7,8.0,Automatic
BMW,650 i xDrive,2015,"76,474 mi.",Gasoline,White,Black,None reported,Yes,"$32,000",4.4,8.0,Other
Porsche,Cayman Base,2016,"10,431 mi.",Gasoline,Red,Black,None reported,Yes,"$50,999",2.7,6.0,Automatic
INFINITI,FX50 Base,2009,"190,120 mi.",Gasoline,Gray,Black,At least 1 accident or damage reported,Yes,"$12,500",5.0,8.0,Automatic
Ford,F-150 XLT,2020,"92,000 mi.",Gasoline,Gray,Black,None reported,Yes,"$29,999",3.5,6.0,Automatic
Chevrolet,Camaro 2LT,2017,"24,000 mi.",Gasoline,Yellow,Black,None reported,Yes,"$32,000",3.6,6.0,Manual
RAM,1500 Big Horn,2020,"25,396 mi.",Gasoline,Maximum Steel Metallic,Black,None reported,Yes,"$43,250",5.7,8.0,Automatic
Chevrolet,Silverado 2500 H/D,2001,"167,000 mi.",Gasoline,White,Gray,At least 1 accident or damage reported,Yes,"$6,500",6.0,8.0,Automatic
RAM,1500 Laramie,2022,"18,645 mi.",Gasoline,Diamond Black,Black,None reported,Yes,"$49,700",5.7,8.0,Automatic
Porsche,911 Turbo,2018,"28,470 mi.",Gasoline,White,Black,At least 1 accident or damage reported,Yes,"$147,500",3.8,6.0,Other
Ford,Mustang V6,2016,"54,000 mi.",Gasoline,White,Black,None reported,Yes,"$23,999",3.7,6.0,Automatic
Hyundai,Accent GL,2003,"83,000 mi.",Gasoline,Blue,Gray,None reported,Yes,"$2,900",1.6,4.0,Manual
Audi,Q5 S line Premium Plus,2022,"10,071 mi.",Hybrid,Mythos Black Metallic,Black,None reported,,"$40,598",2.0,,Automatic
Ford,F-150 XLT,2021,"43,329 mi.",Gasoline,Carbonized Gray Metallic,Black,None reported,Yes,"$43,642",3.5,6.0,Automatic
Lexus,RC F Base,2015,"51,400 mi.",Gasoline,Silver,Gray,None reported,Yes,"$43,000",5.0,8.0,Automatic
Chevrolet,Suburban 1500 LT,2015,"153,800 mi.",E85 Flex Fuel,Silver,Black,At least 1 accident or damage reported,Yes,"$23,000",5.3,8.0,Automatic
Land,Rover Range Rover Sport SVR Carbon Edition,2022,"9,000 mi.",Gasoline,Green,Gray,None reported,Yes,"$115,000",5.0,8.0,Automatic
Dodge,Viper SRT-10,2003,"10,800 mi.",Gasoline,Silver,Black,None reported,Yes,"$65,499",8.3,10.0,Manual
RAM,1500 Laramie,2020,"10,458 mi.",Gasoline,Delmonico Red Pearlcoat,Black,None reported,Yes,"$48,815",5.7,8.0,Automatic
BMW,328 i,2014,"84,709 mi.",Gasoline,Silver,Gray,None reported,Yes,"$13,800",2.0,4.0,Automatic
Mercedes-Benz,AMG C 43 AMG C 43 4MATIC,2019,"33,500 mi.",Gasoline,Red,Black,None reported,Yes,"$45,770",3.0,6.0,Automatic
BMW,M4 Base,2015,"98,000 mi.",Gasoline,Black,Orange,None reported,Yes,"$32,999",3.0,6.0,Other
BMW,750 i,2008,"94,653 mi.",Gasoline,Green,Green,At least 1 accident or damage reported,Yes,"$7,300",4.8,8.0,Automatic
Ford,Expedition Limited,2023,"9,281 mi.",Gasoline,Black,Black,None reported,Yes,"$85,000",3.5,6.0,Automatic
Chevrolet,Traverse Premier,2023,"11,806 mi.",Gasoline,White,Black,None reported,Yes,"$47,000",3.6,6.0,Automatic
Mercedes-Benz,E-Class D 2.5 Turbo,1993,"70,015 mi.",–,Gray,Gray,None reported,Yes,"$22,500",,,Automatic
Cadillac,Escalade Platinum,2020,"48,613 mi.",Gasoline,Black,Black,At least 1 accident or damage reported,Yes,"$61,500",6.2,8.0,Automatic
RAM,3500 Tradesman,2023,"2,990 mi.",Diesel,White,Black,At least 1 accident or damage reported,Yes,"$69,900",6.7,6.0,Automatic
Audi,TT 1.8L,2005,"124,747 mi.",Gasoline,Silver,Black,None reported,Yes,"$6,900",1.8,4.0,Other
RAM,1500 Big Horn,2021,"24,000 mi.",Hybrid,Silver,Black,None reported,Yes,"$42,000",5.7,8.0,Automatic
Mazda,CX-7 Sport,2009,"113,000 mi.",Gasoline,Gray,Black,None reported,Yes,"$5,499",2.3,4.0,Automatic
INFINITI,QX60 Base,2017,"89,106 mi.",Gasoline,White,Beige,None reported,Yes,"$18,000",3.5,6.0,Other
Ford,F-250 Platinum,2017,"22,000 mi.",E85 Flex Fuel,Beige,Black,At least 1 accident or damage reported,Yes,"$53,000",6.2,8.0,Automatic
Jeep,Compass Limited,2022,"20,472 mi.",Gasoline,Red,Black,None reported,,"$28,298",2.4,4.0,Automatic
INFINITI,QX80 SENSORY,2023,"8,600 mi.",Gasoline,Black,Brown,,,"$78,990",5.6,8.0,Automatic
Chevrolet,Silverado 1500 Limited LT Trail Boss,2022,"4,753 mi.",Gasoline,White,Black,None reported,Yes,"$57,000",5.3,8.0,Automatic
Hyundai,Genesis Coupe 2.0T,2010,"65,000 mi.",Gasoline,Gray,Black,,,"$8,900",2.0,4.0,Automatic
Chevrolet,Camaro 1SS,2021,"15,000 mi.",Gasoline,Blue,Gray,None reported,Yes,"$43,500",6.2,8.0,Manual
Chevrolet,Tahoe Base,1997,"229,000 mi.",Diesel,Green,Beige,At least 1 accident or damage reported,Yes,"$19,500",6.5,8.0,Automatic
Audi,A6 3.0 TDI Premium Plus,2014,"42,400 mi.",Diesel,Silver,Black,None reported,Yes,"$26,500",3.0,6.0,Automatic
Land,Rover Defender S,2023,"15,840 mi.",Gasoline,White,Black,None reported,Yes,"$69,900",2.0,4.0,Automatic
Porsche,Cayenne S,2016,"76,200 mi.",Gasoline,Gray,Beige,None reported,Yes,"$42,000",3.6,6.0,Other
Chevrolet,Suburban Premier,2019,"105,667 mi.",Gasoline,Black,Beige,None reported,Yes,"$39,000",5.3,8.0,Automatic
Chevrolet,Suburban Premier,2019,"51,338 mi.",Gasoline,White,Black,None reported,Yes,"$49,900",5.3,8.0,Automatic
Dodge,Dart SE,2016,"76,857 mi.",Gasoline,Black,Black,At least 1 accident or damage reported,Yes,"$8,100",2.0,4.0,Manual
Ford,F-250 Lariat,2019,"80,200 mi.",E85 Flex Fuel,White,Black,None reported,Yes,"$42,500",6.2,8.0,Automatic
Toyota,Sequoia SR5,2002,"244,200 mi.",Gasoline,White,–,At least 1 accident or damage reported,Yes,"$3,950",4.7,8.0,Automatic
Ford,Mustang GT,2014,"38,560 mi.",Gasoline,Black,Black,At least 1 accident or damage reported,Yes,"$28,500",5.0,8.0,Manual
Chevrolet,Corvette Stingray w/2LT,2020,"12,500 mi.",Gasoline,Yellow,Black,None reported,Yes,"$84,999",6.2,8.0,Other
Hyundai,Genesis Coupe 3.8 Base,2016,"45,303 mi.",Gasoline,White,Black,None reported,Yes,"$20,999",3.8,6.0,Automatic
Ford,Focus ST Base,2014,"110,000 mi.",Gasoline,Silver,Gray,None reported,Yes,"$9,495",2.0,4.0,Manual
Cadillac,CTS Luxury,2011,"66,200 mi.",Gasoline,Black,Black,None reported,Yes,"$16,499",3.0,6.0,Automatic
Subaru,Baja Base,2003,"71,000 mi.",Gasoline,Red,Black,None reported,Yes,"$14,900",2.5,4.0,Manual
Toyota,Highlander XLE,2019,"81,301 mi.",Gasoline,Black,Black,None reported,Yes,"$30,275",3.5,6.0,Automatic
Chevrolet,Corvette Stingray Z51,2019,"7,033 mi.",Gasoline,White,Black,None reported,Yes,"$63,900",6.2,8.0,Automatic
Dodge,Durango SRT,2020,"36,000 mi.",Gasoline,Gray,Red,None reported,Yes,"$62,000",6.4,8.0,Automatic
Acura,TSX 2.4,2010,"116,000 mi.",Gasoline,Silver,Black,At least 1 accident or damage reported,Yes,"$9,000",2.4,4.0,Manual
Chevrolet,Camaro 2SS,2018,"42,780 mi.",Gasoline,Black,Black,At least 1 accident or damage reported,Yes,"$41,100",6.2,8.0,Other
BMW,640 Gran Coupe i,2014,"39,886 mi.",Gasoline,Black,Red,At least 1 accident or damage reported,Yes,"$26,000",3.0,6.0,Other
Audi,S5 3.0T Premium Plus,2014,"151,400 mi.",Gasoline,Gray,Black,None reported,Yes,"$15,400",3.0,6.0,Other
Alfa,Romeo Giulia Base,2017,"48,000 mi.",Gasoline,Red,Black,None reported,Yes,"$20,500",2.0,4.0,Automatic
Toyota,Highlander XLE,2023,"8,727 mi.",Gasoline,Ruby Flare Pearl,Black,None reported,,"$44,596",2.4,4.0,Automatic
Rolls-Royce,Ghost Base,2011,"79,000 mi.",Gasoline,Black,White,At least 1 accident or damage reported,Yes,"$80,300",6.6,12.0,Automatic
Dodge,Challenger R/T,2020,"54,000 mi.",Gasoline,Gray,Black,None reported,Yes,"$34,000",5.7,8.0,Automatic
Porsche,Cayenne Base,2016,"110,000 mi.",Gasoline,White,White,At least 1 accident or damage reported,Yes,"$25,900",3.6,6.0,Automatic
Chevrolet,Bolt EV LT,2020,"49,688 mi.",,Blue,Gray,None reported,Yes,"$24,900",,,Automatic
Mercedes-Benz,Metris Base,2020,"14,000 mi.",Gasoline,Black,Beige,None reported,Yes,"$48,000",2.0,4.0,Automatic
Dodge,Charger SRT Hellcat Widebody,2023,"5,000 mi.",Gasoline,Gray,Black,None reported,Yes,"$110,000",6.2,8.0,Other
Chevrolet,Silverado 1500 ZR2,2022,"11,597 mi.",Gasoline,Silver Ice Metallic,Jet Black,None reported,,"$68,590",6.2,8.0,Automatic
Mercedes-Benz,AMG S 63 Base 4MATIC,2017,"86,101 mi.",Gasoline,Gray,Red,At least 1 accident or damage reported,Yes,"$72,777",5.5,8.0,Automatic
Chevrolet,Silverado 1500 LT,2017,"58,816 mi.",Gasoline,Black,Jet Black,None reported,,"$36,590",5.3,8.0,Automatic
Lexus,RC 350 Base,2016,"77,856 mi.",Gasoline,Atomic Silver,Black,None reported,Yes,"$30,919",3.5,6.0,Automatic
Lamborghini,Urus Base,2021,"20,069 mi.",Gasoline,Rosso Mars Metallic,Nero Ade,None reported,,"$229,900",4.0,8.0,Automatic
GMC,Acadia SLE-1,2015,"115,282 mi.",Gasoline,Crimson Red Tintcoat,Ebony,At least 1 accident or damage reported,Yes,"$12,433",3.6,6.0,Automatic
Porsche,911 GT3,2016,"30,700 mi.",Gasoline,White,Black,None reported,Yes,"$138,999",3.8,6.0,Automatic
MINI,Cooper Base,2003,"103,726 mi.",Gasoline,Red,Gray,At least 1 accident or damage reported,Yes,"$5,995",1.6,4.0,Manual
Mazda,MX-5 Miata Sport,2008,"39,800 mi.",Gasoline,Blue,Black,None reported,Yes,"$13,250",2.0,4.0,Other
Toyota,4Runner TRD Off Road,2019,"79,500 mi.",Gasoline,White,Black,None reported,Yes,"$33,333",4.0,6.0,Automatic
Toyota,Highlander Limited,2008,"165,520 mi.",Gasoline,Gray,Gray,At least 1 accident or damage reported,Yes,"$9,000",3.5,6.0,Automatic
BMW,650 Gran Coupe i,2014,"92,000 mi.",Gasoline,Black,Black,At least 1 accident or damage reported,Yes,"$24,000",4.4,8.0,Other
Hyundai,Palisade Calligraphy,2023,"1,500 mi.",Gasoline,Green,Black,None reported,Yes,"$55,000",3.8,6.0,Other
Pontiac,Solstice GXP,2008,"38,100 mi.",Gasoline,Orange,Black,None reported,Yes,"$19,950",2.0,4.0,Manual
Land,Rover Range Rover Evoque SE Premium,2018,"42,125 mi.",Gasoline,White,Black,None reported,Yes,"$38,999",2.0,4.0,Other
Porsche,Cayenne Diesel,2014,"86,818 mi.",Diesel,Silver,Black,None reported,Yes,"$33,500",3.0,6.0,Other
BMW,M3 Competition xDrive,2023,"3,490 mi.",Gasoline,Gray,Black,None reported,Yes,"$95,580",3.0,6.0,Automatic
Toyota,Avalon Limited,2008,"111,300 mi.",Gasoline,Gold,Beige,None reported,Yes,"$7,900",3.5,6.0,Other
BMW,M3 Base,2011,"98,200 mi.",Gasoline,White,Black,None reported,Yes,"$27,000",4.0,8.0,Automatic
Porsche,Panamera Base,2018,"42,500 mi.",Gasoline,Black,Beige,At least 1 accident or damage reported,Yes,"$53,999",3.0,6.0,Automatic
Jeep,Wrangler Sport,2001,"171,000 mi.",Gasoline,White,Black,At least 1 accident or damage reported,Yes,"$15,000",4.0,6.0,Manual
Honda,Passport TrailSport,2023,"11,649 mi.",Gasoline,Black,Black,,,"$39,999",3.5,6.0,Automatic
Mercedes-Benz,SL-Class SL 550,2013,"24,933 mi.",Gasoline,Silver,Red,At least 1 accident or damage reported,Yes,"$40,250",4.6,8.0,Other
Audi,RS 4 Base,2007,"99,769 mi.",Gasoline,Gray,White,None reported,Yes,"$29,995",4.2,8.0,Manual
Toyota,Avalon Limited,2022,"16,156 mi.",Gasoline,Blueprint,Graphite,None reported,,"$39,390",3.5,6.0,Automatic
Mercedes-Benz,E-Class E 350 4MATIC,2008,"67,250 mi.",Gasoline,White,Beige,None reported,Yes,"$11,900",3.5,6.0,Automatic
GMC,Yukon Denali,2021,"30,022 mi.",Gasoline,Blue,Black,At least 1 accident or damage reported,Yes,"$74,500",6.2,8.0,Automatic
Porsche,Panamera 4S,2017,"42,596 mi.",Gasoline,Black,Black,None reported,Yes,"$78,000",2.9,6.0,Other
Ford,Explorer XLT,2021,"33,705 mi.",Gasoline,White,Light Slate,At least 1 accident or damage reported,Yes,"$36,995",2.3,4.0,Automatic
Land,Rover LR4 HSE LUX Landmark Edition,2016,"63,300 mi.",Gasoline,White,Brown,None reported,Yes,"$31,000",3.0,6.0,Automatic
Acura,TLX Type S w/Performance Tire,2023,"4,700 mi.",Gasoline,Red,Black,None reported,Yes,"$52,000",3.0,6.0,Automatic
Toyota,Tacoma Base,2020,"27,256 mi.",Gasoline,Midnight Black Metallic,Black/Gun Metal,None reported,,"$42,998",3.5,,Other
Hummer,H3 Base,2010,"107,481 mi.",Gasoline,White,Black,None reported,Yes,"$13,500",3.7,5.0,Automatic
Tesla,Model 3 Long Range,2018,"61,700 mi.",,White,Black,None reported,Yes,"$25,900",,,Automatic
Volvo,850 Turbo,1995,"94,000 mi.",–,White,Black,None reported,Yes,"$4,500",,,Automatic
Jeep,Wrangler Unlimited Sahara,2017,"128,000 mi.",Gasoline,Gray,Black,None reported,Yes,"$26,800",3.6,6.0,Automatic
Chevrolet,Camaro 2SS,2018,"26,000 mi.",Gasoline,White,Black,None reported,Yes,"$39,000",6.2,8.0,Automatic
Audi,S6 4.0T,2015,"74,000 mi.",Gasoline,Blue,Gray,None reported,Yes,"$29,950",4.0,8.0,Automatic
Audi,TT RS Base,2012,"54,900 mi.",Gasoline,White,Brown,,,"$28,900",2.5,5.0,Manual
INFINITI,QX56 Base,2012,"141,775 mi.",Gasoline,White,Beige,None reported,Yes,"$11,500",5.6,8.0,Other
Volkswagen,New Beetle GLS,2001,"63,250 mi.",Gasoline,Yellow,Yellow,None reported,Yes,"$12,000",2.0,4.0,Automatic
Audi,Q5 S line Premium Plus,2022,"13,895 mi.",Hybrid,Daytona Gray,Black,None reported,,"$44,998",2.0,,Automatic
Lamborghini,Aventador LP750-4 Superveloce,2017,"10,654 mi.",Gasoline,Balloon White,Nero Ade,None reported,,"$449,991",6.5,,Automatic
Ford,F-250 XL,2014,"35,900 mi.",E85 Flex Fuel,Blue,Gray,At least 1 accident or damage reported,Yes,"$27,900",6.2,8.0,Other
GMC,Yukon XL Denali,2022,"48,306 mi.",Gasoline,Summit White,Jet Black,At least 1 accident or damage reported,Yes,"$71,999",6.2,8.0,Automatic
Audi,A4 2.0T Premium,2012,"125,000 mi.",Gasoline,Black,Black,None reported,Yes,"$10,500",2.0,4.0,Automatic
Dodge,Challenger SRT 392,2016,"37,700 mi.",–,Black,Black,At least 1 accident or damage reported,Yes,"$38,000",,,Automatic
Tesla,Model S P100D,2017,"103,000 mi.",,Black,White,None reported,Yes,"$36,000",,,Automatic
Mazda,CX-30 Premium Package,2021,"45,303 mi.",Gasoline,Snowflake White Pearl,White / Brown,None reported,,"$25,382",2.5,4.0,Automatic
Lexus,ES 350 Base,2016,"53,900 mi.",Gasoline,Red,Beige,None reported,Yes,"$27,500",3.5,6.0,Automatic
Jeep,Wrangler Sahara,2008,"54,000 mi.",Gasoline,Green,Gray,None reported,Yes,"$20,000",3.8,6.0,Automatic
Chevrolet,Avalanche 1500 LTZ,2007,"129,000 mi.",Gasoline,White,Beige,None reported,Yes,"$17,950",6.0,8.0,Automatic
Jeep,Grand Cherokee L Laredo,2022,"10,232 mi.",Gasoline,Diamond Black,Global Black,None reported,Yes,"$44,646",3.6,6.0,Automatic
Acura,MDX w/Advance Package,2023,"3,708 mi.",Gasoline,White,Espresso,None reported,,"$58,998",3.5,,Automatic
Nissan,Pathfinder SL,2018,"167,000 mi.",Gasoline,Black,Beige,,,"$14,500",3.5,6.0,Automatic
Tesla,Model X Long Range,2019,"37,000 mi.",,Gray,Black,None reported,Yes,"$58,000",,,Automatic
Subaru,Impreza Premium,2022,"10,419 mi.",Gasoline,Crystal White Pearl,Black,At least 1 accident or damage reported,,"$24,998",2.0,,Other
Audi,A8 4.0T,2014,"96,238 mi.",Gasoline,Black,Black,At least 1 accident or damage reported,Yes,"$22,500",4.0,8.0,Other
Subaru,Ascent Limited 7-Passenger,2022,"12,700 mi.",Gasoline,White,Beige,None reported,Yes,"$38,500",2.4,4.0,Other
Chevrolet,Avalanche 1500 LT,2007,"244,000 mi.",E85 Flex Fuel,Gray,Gray,None reported,Yes,"$16,900",5.3,8.0,Automatic
Porsche,Cayenne S,2015,"124,000 mi.",Gasoline,White,Beige,None reported,Yes,"$25,000",3.6,6.0,Automatic
BMW,335 i,2009,"123,000 mi.",Gasoline,Purple,Black,None reported,Yes,"$15,000",3.0,6.0,Automatic
GMC,Sierra 1500 Limited Elevation,2022,"24,900 mi.",Gasoline,Black,Black,None reported,Yes,"$49,900",2.7,4.0,Automatic
Ford,Explorer Sport,2016,"95,500 mi.",Gasoline,Black,Black,None reported,Yes,"$20,000",3.5,6.0,Other
Cadillac,Escalade ESV Sport,2021,"4,283 mi.",Gasoline,Black,Brandy,None reported,Yes,"$479,995",6.2,8.0,Automatic
Lexus,LX 570 Three-Row,2021,"48,300 mi.",Gasoline,White,Red,None reported,Yes,"$82,000",5.7,8.0,Automatic
BMW,M3 Base,2008,"94,000 mi.",Gasoline,Gray,Red,None reported,Yes,"$25,999",4.0,8.0,Manual
